Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,V TAT,C TAT,Cancelled Rides by Customer,Cancelled Rides by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating
05-02-2024,17:14,CNR3319340781,Success,CUST36844,Bike,Location 43,Location 45,2,8.5,NAN,NAN,NAN,NAN,423.98,UPI,13.9,4.5,4.4
27-02-2024,21:55,CNR6096923718,Success,CUST71512,Prime SUV,Location 6,Location 24,4,14.8,NAN,NAN,NAN,NAN,1712.3,Cash,11.3,4.4,4.4
01-02-2024,04:36,CNR5223091572,Success,CUST87808,Bike,Location 9,Location 49,4.6,4.5,NAN,NAN,NAN,NAN,106.16,Cash,3.9,3.5,3.5
21-02-2024,08:11,CNR9512024642,Success,CUST31393,Prime Sedan,Location 10,Location 40,4.1,9.2,NAN,NAN,NAN,NAN,50.22,Wallet,23,3.4,4
25-02-2024,01:39,CNR9597670402,Success,CUST95297,Bike,Location 49,Location 24,4.1,10.8,NAN,NAN,NAN,NAN,2884.07,UPI,3.4,4.4,3.8
19-02-2024,21:49,CNR7058441193,Incomplete,CUST24122,eBike,Location 38,Location 50,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
14-02-2024,06:07,CNR3187413800,Success,CUST11561,eBike,Location 25,Location 13,8.8,2.5,NAN,NAN,NAN,NAN,316.79,UPI,18.4,3.8,4
25-02-2024,15:47,CNR7416525743,Success,CUST11931,Prime Sedan,Location 26,Location 19,2.5,7.4,NAN,NAN,NAN,NAN,702.23,Cash,14.1,4.4,3.4
02-02-2024,02:01,CNR5020868416,Cancelled by Driver,CUST50323,Prime SUV,Location 46,Location 16,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
27-02-2024,22:46,CNR5938791361,Cancelled by Driver,CUST89853,Prime Sedan,Location 43,Location 15,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
24-02-2024,04:25,CNR3600295237,Success,CUST28406,Bike,Location 38,Location 22,7.2,9.3,NAN,NAN,NAN,NAN,175.89,Card,17.6,3.5,4.5
24-02-2024,10:44,CNR7907484609,Success,CUST29773,eBike,Location 15,Location 33,5.2,2.6,NAN,NAN,NAN,NAN,481.15,Card,17.3,4.1,3
14-02-2024,20:27,CNR4671404494,Success,CUST17642,Prime Sedan,Location 48,Location 15,1.1,11.3,NAN,NAN,NAN,NAN,330.54,Cash,23.2,3.5,4.8
24-02-2024,22:57,CNR9475927283,Success,CUST36784,Prime SUV,Location 30,Location 4,4,6.1,NAN,NAN,NAN,NAN,430.72,Wallet,20.5,3.9,4.4
02-02-2024,13:17,CNR8934479163,Success,CUST72859,Mini,Location 3,Location 12,8.5,6.7,NAN,NAN,NAN,NAN,357.34,Cash,9.8,4.5,4.5
26-02-2024,01:10,CNR9821517545,Success,CUST49421,Auto,Location 26,Location 11,2.2,3.1,NAN,NAN,NAN,NAN,62.87,Wallet,9.3,4.8,4.6
21-02-2024,02:05,CNR2745625703,Success,CUST39054,eBike,Location 31,Location 11,3.6,11.1,NAN,NAN,NAN,NAN,2334.17,Card,7.4,4.2,4.7
06-02-2024,17:13,CNR8736012273,Cancelled by Driver,CUST57530,Prime Sedan,Location 50,Location 10,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
20-02-2024,23:46,CNR8569684418,Success,CUST64220,Mini,Location 2,Location 20,5.1,4.5,NAN,NAN,NAN,NAN,164.18,Cash,3.6,3.9,3.5
17-02-2024,05:47,CNR1195211608,Success,CUST77010,Prime SUV,Location 4,Location 26,1.6,4,NAN,NAN,NAN,NAN,2919.04,Cash,24.8,3.1,3.3
26-02-2024,05:28,CNR8712861883,Cancelled by Driver,CUST84453,eBike,Location 33,Location 7,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
24-02-2024,10:34,CNR7693664199,Success,CUST23356,Prime Sedan,Location 14,Location 39,7.7,9.4,NAN,NAN,NAN,NAN,2669.47,Cash,18.7,3.9,3.3
21-02-2024,07:00,CNR2690390860,Cancelled by Driver,CUST95756,Bike,Location 33,Location 46,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
01-02-2024,02:02,CNR6699221592,Cancelled by Driver,CUST41118,Bike,Location 10,Location 36,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
12-02-2024,22:20,CNR4686067940,Cancelled by Customer,CUST45763,Prime Plus,Location 16,Location 40,NAN,NAN,Driver asked to cancel,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
22-02-2024,21:57,CNR4657714949,Success,CUST44110,Prime Sedan,Location 12,Location 5,1.8,3.6,NAN,NAN,NAN,NAN,168.23,Card,25,3.9,4.8
14-02-2024,19:08,CNR1893464881,Success,CUST14207,Prime Sedan,Location 5,Location 35,1.1,1.6,NAN,NAN,NAN,NAN,56.07,Cash,23.5,4.9,4.8
19-02-2024,20:25,CNR6012584487,Success,CUST95772,Mini,Location 34,Location 38,6.4,6,NAN,NAN,NAN,NAN,75.67,Cash,22.5,4.7,4.8
03-02-2024,16:30,CNR6318683475,Success,CUST10819,Prime Plus,Location 24,Location 22,4.1,2,NAN,NAN,NAN,NAN,2409.15,Cash,7.9,3.5,4.5
20-02-2024,06:57,CNR9060274004,Success,CUST22171,Mini,Location 7,Location 33,4,13.4,NAN,NAN,NAN,NAN,354.79,UPI,10.1,3.7,4.4
05-02-2024,05:13,CNR2574350199,Cancelled by Customer,CUST82348,Mini,Location 26,Location 39,NAN,NAN,AC is not working,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
16-02-2024,01:35,CNR1919474803,Success,CUST68893,Prime SUV,Location 24,Location 1,6.5,3.7,NAN,NAN,NAN,NAN,78.37,Cash,1.3,3.3,3.5
21-02-2024,23:03,CNR2076164104,Success,CUST78762,Prime Sedan,Location 36,Location 44,7.9,11.8,NAN,NAN,NAN,NAN,209.79,UPI,4.4,4.5,3.4
07-02-2024,06:39,CNR8829790542,Success,CUST80939,Prime SUV,Location 13,Location 12,1.7,15,NAN,NAN,NAN,NAN,412.9,UPI,1.4,3.4,4.5
12-02-2024,21:52,CNR9164436748,Success,CUST31261,Prime Plus,Location 5,Location 49,9.6,9.5,NAN,NAN,NAN,NAN,256.77,UPI,20.3,4.3,3.6
16-02-2024,15:17,CNR4180869024,Incomplete,CUST54349,Prime SUV,Location 42,Location 17,NAN,NAN,NAN,NAN,Yes,Other Issue,NAN,NAN,NAN,NAN,NAN
01-02-2024,21:27,CNR7681271212,Cancelled by Driver,CUST51303,Mini,Location 36,Location 18,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
26-02-2024,16:14,CNR7188607832,Success,CUST91732,Auto,Location 20,Location 39,9.7,1.6,NAN,NAN,NAN,NAN,1493.59,Wallet,24.9,3.2,3.6
26-02-2024,04:54,CNR2174736417,Cancelled by Driver,CUST87587,Mini,Location 28,Location 48,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
10-02-2024,20:58,CNR5244479535,Success,CUST40491,Auto,Location 10,Location 37,8.6,13.5,NAN,NAN,NAN,NAN,1120.53,Wallet,5.1,4.1,4.2
23-02-2024,02:25,CNR9233652830,Success,CUST13383,Mini,Location 3,Location 43,8.4,10.4,NAN,NAN,NAN,NAN,2857.55,UPI,21.8,3.6,3.4
17-02-2024,19:21,CNR7787123360,Cancelled by Driver,CUST74819,Prime Plus,Location 11,Location 2,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
15-02-2024,19:32,CNR7112641833,Success,CUST83845,eBike,Location 15,Location 36,8.6,6.8,NAN,NAN,NAN,NAN,212.43,Card,3,3.8,4.5
05-02-2024,11:05,CNR4473565013,Cancelled by Driver,CUST43053,Bike,Location 9,Location 39,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
04-02-2024,21:24,CNR4085392216,Success,CUST25510,Prime Sedan,Location 44,Location 45,1.2,7.2,NAN,NAN,NAN,NAN,191.89,Cash,11,4,3.6
10-02-2024,19:21,CNR4406590528,Success,CUST27359,Prime Plus,Location 31,Location 8,2.9,2.4,NAN,NAN,NAN,NAN,174.02,Wallet,2.1,4.1,3.9
21-02-2024,13:14,CNR3041056531,Success,CUST70380,Bike,Location 48,Location 9,6.7,10.5,NAN,NAN,NAN,NAN,354.1,Cash,8,3.5,3.3
26-02-2024,04:03,CNR4686261001,Success,CUST47183,Mini,Location 34,Location 25,4.3,2.7,NAN,NAN,NAN,NAN,415.64,UPI,8.9,3.9,4.1
20-02-2024,12:36,CNR2178182032,Success,CUST59695,Prime Plus,Location 44,Location 24,2.8,9.8,NAN,NAN,NAN,NAN,420.26,Cash,7.5,4.7,4
15-02-2024,14:23,CNR7468150654,Cancelled by Customer,CUST52927,Prime Plus,Location 41,Location 35,NAN,NAN,Change of plans,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
23-02-2024,00:41,CNR6964614927,Success,CUST59954,Prime Plus,Location 19,Location 23,4.9,4,NAN,NAN,NAN,NAN,93.79,Cash,6.7,3.6,3.8
01-02-2024,11:22,CNR6113876909,Success,CUST55926,Prime Plus,Location 50,Location 8,2.2,6.8,NAN,NAN,NAN,NAN,417.43,UPI,3.5,4.4,3.1
12-02-2024,21:15,CNR9701980920,Success,CUST15463,Prime Sedan,Location 32,Location 41,9.3,2.9,NAN,NAN,NAN,NAN,282.03,Wallet,4.6,3.8,4.1
05-02-2024,00:41,CNR3750372730,Success,CUST66440,Prime SUV,Location 23,Location 10,3.9,4.8,NAN,NAN,NAN,NAN,112.69,Card,14.5,3.3,3.2
26-02-2024,15:21,CNR3771099076,Success,CUST81911,Prime SUV,Location 14,Location 17,7,13.6,NAN,NAN,NAN,NAN,271.92,Cash,18.3,4.6,4.6
02-02-2024,18:32,CNR8370542674,Cancelled by Driver,CUST30472,Auto,Location 21,Location 4,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
06-02-2024,13:20,CNR5633337194,Success,CUST61602,Prime Plus,Location 1,Location 17,4.6,7.7,NAN,NAN,NAN,NAN,703,Cash,11.3,3.1,3.1
13-02-2024,09:28,CNR8949001707,Success,CUST20251,Prime Plus,Location 14,Location 39,7.3,1.1,NAN,NAN,NAN,NAN,212.58,Cash,13.1,3.5,3.8
08-02-2024,18:45,CNR7955945953,Cancelled by Driver,CUST36909,Prime Sedan,Location 36,Location 38,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
15-02-2024,21:19,CNR6130857898,Success,CUST40706,Mini,Location 43,Location 30,5.9,7.2,NAN,NAN,NAN,NAN,474.73,UPI,12.3,4.2,4.6
24-02-2024,18:30,CNR1250093426,Cancelled by Driver,CUST57616,eBike,Location 24,Location 40,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
18-02-2024,00:38,CNR2326494808,Success,CUST33857,Bike,Location 4,Location 21,5.7,4.9,NAN,NAN,NAN,NAN,156.29,Card,10,5,3.9
14-02-2024,11:27,CNR7864308294,Success,CUST58758,Prime Sedan,Location 33,Location 30,1.6,12.5,NAN,NAN,NAN,NAN,627.09,Wallet,2.1,4.1,4.1
11-02-2024,05:30,CNR8080257764,Success,CUST26167,Bike,Location 39,Location 11,8.3,12.4,NAN,NAN,NAN,NAN,540.92,UPI,2.5,4,4.2
12-02-2024,15:25,CNR8463676072,Cancelled by Customer,CUST37195,Bike,Location 8,Location 19,NAN,NAN,Wrong Address,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
05-02-2024,03:51,CNR3976710034,Success,CUST16425,Prime Sedan,Location 13,Location 33,4.1,5.8,NAN,NAN,NAN,NAN,166.35,UPI,12.5,3.8,4.7
02-02-2024,21:26,CNR7192999798,Success,CUST22903,Prime Sedan,Location 24,Location 48,6,10.4,NAN,NAN,NAN,NAN,1977.9,UPI,22.7,4.8,4.5
08-02-2024,10:01,CNR3121506239,Success,CUST61216,Prime Sedan,Location 26,Location 41,1.6,9.4,NAN,NAN,NAN,NAN,445.67,Card,22.8,3.1,3.8
18-02-2024,02:28,CNR1599192381,Success,CUST16212,Auto,Location 49,Location 22,4.2,7.7,NAN,NAN,NAN,NAN,471.06,Cash,12.3,4.6,4.2
26-02-2024,00:26,CNR3479688177,Cancelled by Driver,CUST78501,Prime SUV,Location 5,Location 35,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
15-02-2024,22:46,CNR2603398522,Success,CUST23660,Prime Plus,Location 3,Location 41,8.8,14.5,NAN,NAN,NAN,NAN,398.6,UPI,4,3.2,3.5
13-02-2024,19:33,CNR2443099261,Success,CUST93813,Prime SUV,Location 18,Location 43,1,11,NAN,NAN,NAN,NAN,81.07,Wallet,19.5,3.9,4.3
17-02-2024,22:18,CNR7419476611,Cancelled by Driver,CUST95329,Prime Sedan,Location 7,Location 27,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
22-02-2024,06:51,CNR6734010305,Cancelled by Customer,CUST56711,Prime Plus,Location 14,Location 15,NAN,NAN,Wrong Address,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
11-02-2024,13:33,CNR6910451991,Success,CUST89188,Prime SUV,Location 5,Location 25,9.5,14.5,NAN,NAN,NAN,NAN,62.28,Wallet,9.4,3.9,4.4
22-02-2024,14:13,CNR9325955153,Success,CUST71408,Mini,Location 39,Location 49,2.7,14.3,NAN,NAN,NAN,NAN,384.13,Wallet,5.7,4.6,4.1
14-02-2024,04:38,CNR4402531199,Success,CUST56394,Auto,Location 43,Location 11,4.4,12.1,NAN,NAN,NAN,NAN,107.5,Card,19.8,4.8,4.7
01-02-2024,20:19,CNR8877793055,Success,CUST36270,Prime SUV,Location 28,Location 35,2.2,13.3,NAN,NAN,NAN,NAN,246.49,Wallet,11.9,4.8,4.7
02-02-2024,23:32,CNR9705000975,Incomplete,CUST82653,Prime SUV,Location 19,Location 45,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
08-02-2024,08:45,CNR9823663064,Success,CUST52413,Auto,Location 37,Location 41,6.9,6.3,NAN,NAN,NAN,NAN,2365.6,Cash,11.1,4.3,3.4
01-02-2024,12:05,CNR8735904954,Success,CUST33495,Prime SUV,Location 19,Location 13,2.7,15,NAN,NAN,NAN,NAN,223.33,UPI,1.4,3.5,3.7
12-02-2024,06:36,CNR8813191232,Cancelled by Driver,CUST62251,Bike,Location 21,Location 30,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
01-02-2024,21:31,CNR6454085855,Success,CUST33787,eBike,Location 12,Location 34,7.5,12.9,NAN,NAN,NAN,NAN,437.44,UPI,20.5,3.4,4.2
24-02-2024,17:02,CNR2058984696,Success,CUST63138,Auto,Location 36,Location 46,3.6,9.9,NAN,NAN,NAN,NAN,195.72,Wallet,9.4,4.9,4.4
11-02-2024,23:57,CNR7632445958,Success,CUST48448,Prime Sedan,Location 3,Location 37,9,1.4,NAN,NAN,NAN,NAN,246.09,Card,6.4,4.9,4
15-02-2024,06:37,CNR3328351172,Success,CUST95013,Prime Plus,Location 19,Location 38,9.4,6.4,NAN,NAN,NAN,NAN,1695.48,UPI,6.6,4.4,4.9
17-02-2024,18:41,CNR3923710951,Cancelled by Driver,CUST76632,Auto,Location 46,Location 29,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,02:09,CNR3627038407,Cancelled by Driver,CUST84959,Prime Sedan,Location 43,Location 28,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
28-02-2024,19:36,CNR7439550976,Success,CUST13679,Mini,Location 29,Location 13,9.8,9.4,NAN,NAN,NAN,NAN,2953.03,Wallet,10.8,3.5,3.1
07-02-2024,08:39,CNR6878523251,Success,CUST45773,Bike,Location 46,Location 17,2.6,3.8,NAN,NAN,NAN,NAN,92.88,Wallet,8.1,4.6,3
13-02-2024,11:49,CNR7195416990,Cancelled by Driver,CUST97107,Mini,Location 29,Location 20,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
17-02-2024,06:14,CNR4430029391,Success,CUST22505,Mini,Location 42,Location 5,5,5.5,NAN,NAN,NAN,NAN,599.36,Card,2.7,4,4
05-02-2024,18:54,CNR9903226237,Success,CUST28082,Prime SUV,Location 6,Location 35,1.6,10.8,NAN,NAN,NAN,NAN,405.57,Card,10.1,3.1,4.1
25-02-2024,19:35,CNR8217845818,Cancelled by Driver,CUST13254,Mini,Location 45,Location 4,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
12-02-2024,23:08,CNR4688117924,Success,CUST11809,Prime SUV,Location 19,Location 36,4.7,11.8,NAN,NAN,NAN,NAN,435.91,UPI,19.1,4.7,4
28-02-2024,04:39,CNR6501772127,Success,CUST33874,Mini,Location 3,Location 8,8.7,11.2,NAN,NAN,NAN,NAN,423.24,UPI,2.7,4.4,4.5
22-02-2024,06:09,CNR1883387099,Success,CUST11936,Prime Sedan,Location 32,Location 50,5.8,9.7,NAN,NAN,NAN,NAN,485.06,Cash,12.8,4.9,4.6
20-02-2024,03:01,CNR1854401009,Success,CUST93242,Mini,Location 44,Location 11,6.1,12.7,NAN,NAN,NAN,NAN,487.12,Card,20.6,3,3.5
21-02-2024,07:09,CNR3024741296,Cancelled by Driver,CUST76504,Auto,Location 48,Location 16,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
01-02-2024,19:07,CNR5706572788,Success,CUST13683,Prime Plus,Location 47,Location 13,8.9,5,NAN,NAN,NAN,NAN,1858.06,UPI,9.3,3.9,4.8
23-02-2024,21:04,CNR3265340957,Success,CUST73417,Mini,Location 8,Location 14,9.8,8.3,NAN,NAN,NAN,NAN,1631.13,UPI,15.6,4,4.4
07-02-2024,12:23,CNR2224667278,Success,CUST15337,eBike,Location 36,Location 14,8.2,6.1,NAN,NAN,NAN,NAN,433.15,Card,7.3,3,4.9
24-02-2024,18:21,CNR4101953423,Success,CUST48828,Prime Sedan,Location 30,Location 40,3.9,14.2,NAN,NAN,NAN,NAN,375.18,UPI,14.8,3.6,5
22-02-2024,17:14,CNR9427113054,Incomplete,CUST23182,Auto,Location 13,Location 28,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
25-02-2024,13:22,CNR2766927261,Incomplete,CUST22382,Prime SUV,Location 41,Location 14,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
19-02-2024,04:59,CNR4045559448,Success,CUST86454,Bike,Location 12,Location 10,3.3,8,NAN,NAN,NAN,NAN,703.58,Card,4,5,3.8
15-02-2024,19:27,CNR1920176448,Success,CUST18606,Bike,Location 11,Location 30,1.6,2.7,NAN,NAN,NAN,NAN,453.89,Cash,10.7,3.8,3.4
25-02-2024,09:32,CNR7060183360,Success,CUST16003,Prime SUV,Location 2,Location 32,3.3,10.7,NAN,NAN,NAN,NAN,1550.87,Wallet,19.8,4.1,4.3
17-02-2024,04:51,CNR7479247978,Success,CUST11364,eBike,Location 44,Location 14,3.2,5,NAN,NAN,NAN,NAN,144.23,UPI,3,3.9,4.1
10-02-2024,18:14,CNR2713378881,Success,CUST72468,Bike,Location 31,Location 20,8.4,7.6,NAN,NAN,NAN,NAN,574.72,Card,21,4.6,3.9
12-02-2024,16:29,CNR5629912741,Cancelled by Driver,CUST62076,Auto,Location 34,Location 46,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
11-02-2024,05:09,CNR2633970539,Success,CUST91961,Prime Plus,Location 47,Location 6,4.3,5.3,NAN,NAN,NAN,NAN,2210.95,Card,22.6,3.5,4
20-02-2024,04:52,CNR6235489189,Success,CUST88687,Prime Plus,Location 32,Location 34,2.1,14.5,NAN,NAN,NAN,NAN,423.75,Cash,19.1,4.8,3.5
19-02-2024,03:05,CNR2660714833,Success,CUST18631,eBike,Location 16,Location 28,2.2,12.1,NAN,NAN,NAN,NAN,414.49,Card,10,4.6,3.4
23-02-2024,12:58,CNR8039509243,Success,CUST85100,eBike,Location 7,Location 39,8.1,4.2,NAN,NAN,NAN,NAN,406.72,UPI,6.8,3.2,4.8
13-02-2024,12:42,CNR8888908233,Success,CUST91287,Auto,Location 40,Location 24,10,11,NAN,NAN,NAN,NAN,304.77,Wallet,10,3.9,4.6
12-02-2024,23:45,CNR9124939653,Success,CUST11477,Prime Plus,Location 3,Location 40,9.6,2.9,NAN,NAN,NAN,NAN,358.08,UPI,7,3.2,4.2
18-02-2024,20:14,CNR2269558395,Cancelled by Customer,CUST23875,Prime Sedan,Location 33,Location 13,NAN,NAN,Wrong Address,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
15-02-2024,09:45,CNR1300387410,Success,CUST90046,Prime Sedan,Location 32,Location 15,8.8,10.2,NAN,NAN,NAN,NAN,1277.61,Card,20.2,3.3,3.6
05-02-2024,12:27,CNR7557241900,Success,CUST41723,Prime SUV,Location 20,Location 1,7.4,11.2,NAN,NAN,NAN,NAN,2981.72,Cash,8.1,4.7,3.3
28-02-2024,06:25,CNR2719346923,Success,CUST60143,Bike,Location 9,Location 10,5,10.3,NAN,NAN,NAN,NAN,267,Wallet,10.3,4.5,4.2
27-02-2024,12:31,CNR3988373085,Success,CUST29576,Auto,Location 46,Location 25,8,7.4,NAN,NAN,NAN,NAN,905.02,Card,14.3,4.3,3.6
17-02-2024,09:11,CNR1411220052,Success,CUST11173,eBike,Location 18,Location 35,3.5,8.7,NAN,NAN,NAN,NAN,1223.15,Card,5.9,4.5,3.6
22-02-2024,04:49,CNR3210734921,Success,CUST64467,Prime Sedan,Location 25,Location 41,6.6,10.3,NAN,NAN,NAN,NAN,2730.04,Wallet,18.8,4.1,3
26-02-2024,16:25,CNR4778080642,Success,CUST16034,Prime Plus,Location 19,Location 31,8.7,3.2,NAN,NAN,NAN,NAN,164.1,Card,10.9,3.1,4.1
14-02-2024,13:13,CNR4360323184,Cancelled by Driver,CUST76159,Bike,Location 24,Location 28,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
06-02-2024,18:34,CNR8327318487,Incomplete,CUST33224,eBike,Location 36,Location 42,NAN,NAN,NAN,NAN,Yes,Other Issue,NAN,NAN,NAN,NAN,NAN
18-02-2024,11:50,CNR2646073169,Success,CUST46183,Prime Sedan,Location 47,Location 25,8.8,11.1,NAN,NAN,NAN,NAN,348.68,Cash,22.1,3.9,4.7
08-02-2024,18:30,CNR6388645502,Cancelled by Driver,CUST41999,Prime Plus,Location 43,Location 41,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
20-02-2024,20:57,CNR7922577056,Success,CUST38567,Bike,Location 23,Location 20,7.9,2.1,NAN,NAN,NAN,NAN,85.42,Cash,14.4,4.5,3.4
26-02-2024,01:00,CNR1969526729,Success,CUST27940,Mini,Location 47,Location 10,3.9,8.1,NAN,NAN,NAN,NAN,371.18,Card,21.8,4.1,4
13-02-2024,13:17,CNR2467695077,Success,CUST79797,Prime SUV,Location 25,Location 10,2.3,10.7,NAN,NAN,NAN,NAN,1156.43,Cash,9.1,4.7,3.4
18-02-2024,03:27,CNR3153527275,Success,CUST51431,Prime Sedan,Location 33,Location 50,9.2,13.8,NAN,NAN,NAN,NAN,278.73,Card,1.2,3.7,3.6
14-02-2024,18:04,CNR5645698470,Success,CUST36636,Mini,Location 28,Location 27,1.6,12.7,NAN,NAN,NAN,NAN,84.17,Wallet,13.3,4.7,4.6
02-02-2024,14:11,CNR4138925898,Success,CUST85977,Prime Plus,Location 2,Location 32,5.1,7.5,NAN,NAN,NAN,NAN,298.27,Cash,22.3,5,4.6
01-02-2024,08:35,CNR8106356171,Success,CUST40117,Prime SUV,Location 36,Location 37,3.2,4,NAN,NAN,NAN,NAN,212.22,Card,18,4.6,4.3
26-02-2024,04:03,CNR3318093854,Success,CUST66676,Mini,Location 18,Location 25,1.5,9.7,NAN,NAN,NAN,NAN,2652.86,Card,18.4,3.4,4.5
26-02-2024,16:49,CNR6201183605,Success,CUST68514,Auto,Location 10,Location 25,7.5,9.9,NAN,NAN,NAN,NAN,120.23,Cash,1.5,3.8,3
05-02-2024,19:54,CNR5916131033,Cancelled by Customer,CUST11722,Auto,Location 44,Location 36,NAN,NAN,Wrong Address,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
10-02-2024,09:20,CNR9968544100,Success,CUST15721,Prime Plus,Location 19,Location 7,1.7,11.7,NAN,NAN,NAN,NAN,517.84,UPI,21.3,3.6,3.8
01-02-2024,00:43,CNR5302578800,Success,CUST40350,Prime Plus,Location 40,Location 35,7.8,10.4,NAN,NAN,NAN,NAN,405.5,Wallet,5.8,3.6,5
07-02-2024,18:27,CNR5425505695,Success,CUST97021,Prime SUV,Location 50,Location 39,5.8,14,NAN,NAN,NAN,NAN,387.56,Wallet,11.4,3.8,3.8
17-02-2024,02:34,CNR9426183128,Success,CUST98618,Prime Sedan,Location 20,Location 8,9,4.6,NAN,NAN,NAN,NAN,2444.62,UPI,16.6,3.7,4.4
22-02-2024,13:23,CNR2758274830,Success,CUST67613,Mini,Location 28,Location 49,2.8,6.4,NAN,NAN,NAN,NAN,1899.96,Cash,16.6,3.1,4.8
27-02-2024,18:40,CNR1219149803,Success,CUST49178,eBike,Location 36,Location 4,3.8,8.3,NAN,NAN,NAN,NAN,261.95,UPI,14.6,4.8,3.8
13-02-2024,14:59,CNR5779995092,Success,CUST53495,Prime SUV,Location 17,Location 20,3.4,4.8,NAN,NAN,NAN,NAN,312.61,Cash,22,3.9,3.2
07-02-2024,18:57,CNR8283799059,Incomplete,CUST86040,Prime Plus,Location 17,Location 5,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
23-02-2024,04:07,CNR1108974992,Cancelled by Driver,CUST83731,eBike,Location 5,Location 19,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
15-02-2024,12:33,CNR7849947641,Success,CUST31703,Prime Sedan,Location 35,Location 18,5.8,11.6,NAN,NAN,NAN,NAN,1465.22,UPI,1.9,4.3,3.5
05-02-2024,19:07,CNR6875555510,Cancelled by Customer,CUST63176,eBike,Location 13,Location 7,NAN,NAN,Change of plans,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
18-02-2024,11:06,CNR8519752768,Success,CUST36094,Prime Plus,Location 42,Location 31,1.4,6.1,NAN,NAN,NAN,NAN,268.66,Card,7.3,3.9,3.7
13-02-2024,04:09,CNR5311455155,Cancelled by Driver,CUST92751,Prime SUV,Location 2,Location 50,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
10-02-2024,03:04,CNR1034000959,Success,CUST48544,Mini,Location 10,Location 33,3.1,14,NAN,NAN,NAN,NAN,402.72,UPI,8.7,5,4.1
05-02-2024,17:52,CNR2979578625,Success,CUST86085,Prime Sedan,Location 42,Location 20,6.6,3.8,NAN,NAN,NAN,NAN,177.2,Cash,23.3,4.7,4.6
